Datum,Titel,Ereignis,Personen,Literatur,Archiv,Signatur/Inventarnr.,Folierung,Quelle
1784-05-17,"Protokoll des Berginspektors Lüders an die Kriegs- und Domänenkammer in Kassel zur Stellungnahme der Steinhauermeister Georg Conrad Farlemann, Ulrich Schwartz und Anthon Hecktor Eichmann zum Vorwurf des heimlichen Steinhandels","Der Berginspektor Lüders nimmt die Aussagen der drei Steinhauermeister Georg Conrad Farlemann, Ulrich Schwartze sowie Anthon Hecktor Eichmann zu dem Vorwurf des heimlichen Handels mit dem Bremer Steinhauermeister Eckhard außerhalb des Vertrags zwischen den Steinhauerämtern in Bremen und in Obernkirchen auf. Georg Conrad Farlemann betont, er habe keinen heimlichen Vertrag mit Eckhard aus Bremen abgeschlossen, sondern hab sich von diesem für die Lossprechung des Sohnes des mit ihm verwandten Conrad Rosemeyer Geld von Eckhard geliehen, welches er in Form von Steinen zurück gezahlt habe. Diese Steine seine bereits 1783 an die Weser geliefert, auf Grund der schlechten Wasserverhältnisse aber erst jetzt abgeschifft worden. Ulrich Schwartz gibt zu Protokoll, dass er 1783 bei der Rintelner Kommission seine Schulden angezeigt habe, welche er noch beim Bremer Steinhauermeister Eckhard hätte. Diese Steine sei er ""in den einmahl fest gesetzten Preißen abzulieffern schuldig gewesen..."" Er sei also keinen neuen Vertrag eingegangen, sondern hätte mit der derzeitigen Steinlieferungen nur einen alten Vertrag erfüllt. Anthon Hecktor Eichmann bezieht sich auf die landgräfliche Verordnung, nach der""sämtlichen Steinhauermeistern daß sie die an die Weser zu Kohlenstät in Vorrath liegen habende Steine an ihre Correspondenten in dem einmahl festgesetzten Preißen verkauffen zu können, gnädigst zugestanden worden..."" Der Vertrag mit Steinhauermeister Eckhard aus Bremen sei also keinesfalls heimlich. Er habe bereits 30 Schifffuder geliefert und werde noch weitere an den Vertragspartner senden.
Verknüpfungswunsch: ID #748; ID #12032; ID #745; ID #668; ID #12029; ID #11756","Berginspektor Lüders (Obernkirchen), Georg Conrad Farlemann (Steinhauermeister Obernkirchen), Ulrich Schwartze (Steinhauermeister Obernkirchen), Anthon Hecktor Eichmann (Steinhauermeister Obernkirchen), Conrad Rosemeyer (verstorbener Steinhauermeister Obernkirchen), Steinhauermeister Eckhard (Bremen)",,HStAM,"55 a, Nr. 1608",401r-402v,
1784-05-25,"Erklärung der Steinhauermeister Georg Friedrich Meyer, B. L. Noope und Carl Lud. Schwartze an den Landgrafen zu Hessen-Kassel bezüglich der nicht angenommen Lieferung von Sandstein nach Stade","Die drei Steinhauermeister geben eine Erklärung zu den Vorwürfen des Mitmeisters Georg Conrad Farlemanns ab, welcher ihnen vorwirft, eine Steinlieferung nach Stade verhindert und somit eine Möglichkeit der Einnahmengenerierung verpasst hätten. Diese Lieferung an die Ingenieur und Obristleutnant Isenbart umfasste ""90 Stück behauene quadern von unterschiedlicher größe."" Es werden nähere Maße genannt. Die drei Meister ließen die gesamte Gilde vom Altmeister zusammenrufen, allerdings sei niemand außer Ulrich Schwartz erschienen. Es wurde mit Isenbart über den möglichen Preis verhandelt, der 20 Jahre zuvor bei ca. 18mgl pro Fuß gelegen hätte. Die Steinhauer strebten diesen Preis wieder an, während Isenbart nur 15mgl. pro Fuß zu zahlen bereit war. Da der mögliche Kunde nicht warten wollte, konnte keine weiter Beratung zusammen mit den übrigen Meistern stattfinden, und der Auftrag wurde abgelehnt. Neben dieser Erläuterung zu den Umständen der Auftragsablehnung, bemühen sich die Steinhauer Meyer, Noope und C. Schwartz die Vorwürfe Farlemanns, eine hohe Gewinnsumme verpasst zu haben, zu wieder legen. Dabei stellen sie ebenfall eine fiktive Rechnung auf, in der die Preise für bestimmte Steinsorten, die Bearbeitung, den Transport und die Nutzung der Infrastruktur erläutert werden. Sie kommen zu dem Ergebnis, dass die Annahme des Auftrags zum Preis von 15mgl der Fuß zu einem Verlust geführt hätte, da die Steinhauergilde allein die Risiken hätte auf sich nehmen müssen. Nur mit einem höheren Steinpreis hätte der Auftrag angenommen werden können.
Verknüpfungswunsch: ID #11756; ID #12029; ID #745; ID #30","Georg Friedrich Meyer (Steinhauermeister Obernkirchen), B. L. Noope (Steinhauermeister Obernkirchen), Carl Lud. Schwartze (Steinhauermeister Obernkirchen), Georg Conrad Farlemann (Steinhauermeister Obernkirchen), Ingenieur Obristleutnant Isenbart (Stade?), Ulrich Schwartz (Steinhauermeister Obrnkirchen), Landgraf zu Hessen-Kassel",,HStAM,"55 a, Nr. 1608",418r-420r,
1784-05-29,Bericht des Berginspektors Lüders aus Obernkirchen an den Landgrafen zu Hessen-Kassel mit einer Darlegung der Vor- und Nachteile eines freien oder eines gemeinschaftlichen Steinhandels,"Lüders Bericht über die Vor- und Nachteile des freien bzw. gemeinschaftlichen Steinhandel bezieht sich auf die Eingaben der Steinhauer Farlemann, welcher für den freien Handel argumentiert, und Steinhauer Meyer, Schwartze und Noope, die sich für einen gemeinschaftlichen Handel aussprechen. Der freie Handel ermögliche, dass jeder Meister für sich selbst verantworten habe, auch was die Preisfestlgegung anbelangt. Allerdings können dadurch Mitmeister aus dem Geschäft und in die Pleite gedrängt werden. Darüber hinaus würde die Schuldenlast der einzelnen Steinhauer bei Bremer Kaufleuten wieder ansteigen, da diese von den Vorschüssen der Händler abhängig seien. Der gemeinschaftliche Handel hingegen habe zum Vorteil, dass die Preise bestehen bleiben und jeder Steinhauermeister an neuen Bestellungen beteiligt werden soll. Darüber hinaus soll ein gewisser Betrag des jeweiligen Gewinns in der Zunftkasse einbehalten werden, um die noch vorhandenen Schulden der einzelnen abzubezahlen. Lüders geht auch auf die Beschwerde Farlemanns gegen die Steinhauer Meyer, Schwartz und Noope ein, eine mögliche Lieferung von Stein nach Stade ausgeschlagen zu haben. Lüders legt eine Erklärung der drei beschuldigten Steinhauern vom 1784-05-25 bei, welche er für glaubwürdig hält. Darüber hinaus erkennt Lüders in der privaten Rechnungsaufstellung Farelmanns vom 1784-04-27, wie hoch die Gefahr der Verschuldung bei weiterbestehen des privaten Handels sei, da dieser hohe Schulden habe.
Verknüpfungswunsch: ID #11756; ID #12029; ID #745; ID #30","Berginspektor Lüders (Obernkirchen), Landgraf zu Hessen-Kassel, Rat Fulda (Kriegs- und Domänenkammer Hessen-Kassel), Rat Schröder (Kriegs- und Domänenkammer Hessen-Kassel), Farlemann (Steinhauermeister Obernkirchen), Friedrich Meyer (Steinhauer/Gildemeister Obernkirchen), Carl Schwartz (Steinhauer/Gildemeister Obernkirchen), Ludwig Noope (Steinhauer/Gildemeister Obernkirchen)",,HStAM,"55 a, Nr. 1608",424r-428v,
1797-03-15,"Auszug aus dem Wittheitsprotokoll in Bremen bezüglich Erstellung einer neuen Eidesform für den ""Stein- und Kalk-Messer"" durch den Rat der Stadt Bremen","Das Wittheitsprotokoll bestätigt den neuen Eid des Stein- und Kalkmessers der Stadt Bremen. Dieser verpflichtet sich, die ""Ein- und augsgehende Grau- und Braun-Steine"" zu überwachen, so dass ""deren keine ungemeßen ausgeführet, sondern nach der hergebrachten Fuder-Maße richtig gemessen werden."" Die Maße werden vom Messer verzeichnet und den Mauerherrn der Stadt Bremen übergeben. Der Messerlohn wird ferstgeschrieben. Der Vereidigte verpflichtet sich, Unterschlagung zu verhindern bzw. ihm selbst nicht nachzugehen.
Verknüpfungswunsch: ID #668; ID #11756; ID #12029",ID #753; ,,StAB,2-S.2.v.3,2r,
1814-09-08,Schreiben von Joh. Theirmann an Bremer Rat mit Bitte um Reparatur des Steinkrans in Vegesack,"Der Steinhändler Thiermann bittet den Rat um Reparatur des Steinkrans in Vegesack, der gänzlich verfault sei, auch da er mehrere Jahre nicht mehr genutzt worden sei.  Dies führe aber zur Schädigung des Bremer Steinhandels. Thiermann hofft, bald mehr Aufträge zu erhalten, ""wenn die aus sehzr guten Quellen rührende Nachricht, daß sämmtliche Russische Häfen in Grauwerk ausgeführt werden sollen, sich bestätigte."" Zuerst schlägt er die Reparatur des Kranbollwerks vor. Eingelegt findet sich ein Bericht über den Zustand des Krans mit dem Hinweis, dass eine Reparatur nötig sei und die beiden Steinhändler Thiermann und Grovermann bereit seien, eine höhere Taxe für den Steinumschlag zu bezahlen.
Verknüpfungswunsch: ID #668; ID #Vergesack; ID #11756; ID #12029","ID #753; Joh. Thiermann (Steinhändler in Bremen), Agent Grovermann (Steinhändler Bremen)",,StAB,2-P.13-20 Steinkran,unfoliert,
1814-09-16,Auszug aus Wittheitsprotokoll mit Beschluss zur Untersuchung des Steinkrans in Vegesack,"Die Wittheit beauftragt H. Senat. Hermann Berck und H. Senat Dr. Simon Hermann Gondela einen Bericht über den Zustand des Steinkrans in Vegesack anzufertigen und über die Sinnhaftigkeit einer Reparatur zu berichten.
Verknüpfungswunsch: ID #668; ID #761; ","ID #753; Hermann Berck (Senator Bremen), Dr. Simon Hermann Gondela ( Senator Bremen), ",,StAB,2-P.13-20 Steinkran,unfoliert,
1814-09-23,Wittheitsprotokoll über Beschluss den Steinkran in Vegesack zu reparieren,"Auf den Bericht von Senator Berk beschließt die Wittheit die Reparatur des Steinkrans in Vegesack für 150Rthlr. Darüber hinaus wird festgestellt, dass die Steinhändler Thiermann und B. Grovermann einer Erhöhung der Nutzungsgebühren zustimmen.
Verknüpfungswunsch: ID #668; ID #761","ID #753; Senator Berk (Bremen), Steinhändler Thiermann (Bremen), B. Grovermann (Steinhändler Bremen)",,StAB,2-P.13-20 Steinkran,unfoliert,
1815-01-06,Senatsbeschluss über die Gebührenordnung für den Steinkran in Vegesack,"Der Senat beschließt eine neue Gebührenordnung für den Steinkran in Vegesack, auch um dessen Reparatur zu finanzieren.
Verknüpfungswunsch: ID #668; ID #761",ID #753; Nonnen (Schriftführer Senat?),,StAB,2-P.13-20 Steinkran,unfoliert,
nach 1775,"Schreiben der Steinhauermeister Timmerer, Knübel und Schwartze aus Obernkirchen an den Landgrafen zu Hessen-Kassel bezüglich ihres Wunsches wieder zum freien Steinhandel zurückzukehren","Die Steinhauer beziehen sich auf die schlechte Lage des Steinhandels seit 1773, die durch hohe Schulden bei Bremer Steinhändlern sowie kriegerische Unruhen ausgelöst worden sei. Um die Schuldenlast zu verringern wurde 1774 der Steinpreis erhöht und darüber hinaus der Versuch unternommen einen „gemeinschaftlichen Steinhandel aufzurichten“ Die Ansicht einiger Bremer Steinhändler habe sich damit durchgesetzt, führen aber für die Steinhauer zu Schwierigkeiten. Die Schreiber wehren sich gegen die Einführung eines gemeinschaftlichen Handels, auch wenn sich einige Altmeister dafür aussprechen. Sie sprechen auch von der Bedrohung durch den Kaufmann Bielefeld, der seine Interessen durchsetzen möchte. Die Verfasser wünschen eine Abänderung des bisher geltenden Regulativs, so dass ein freier Handel ermöglicht wird. Im Gegensatz zu dem Steinhauermeister Farlemann sei ihnen aber bei Ihrem Gesuch an die Commission nicht entgegen gekommen worden. Die Schreiber setzen sich für den freien Steinhandel ein, da nur Vorschusszahlungen eine Aufrechterhaltung des Handels und damit der Versorgung der Gildemitglieder garantieren könne. Es wird auch ein Hinweis auf die Konkurrenz mit den Hannoveraner Steinbrüchen gegeben, die zwar in der Güte schlechter, aber für die Bremer Kaufleute leichter zu bekommen sein. Der hannoveraner Stein sei im freien Handel zu erhalten. „Was würde also unser Schksal seyn, wenn wir das Gegentheil durch beschwerliche Vorschrifften beweketen, und [ ... ] uns selbst hindernié in den Weg legten.“
Verknüpfungswunsch: ID #30; ID #745; ID #11756; ID #12029; ID #668","Steinhauermeister Erich Wilhelm Timmener (Obernkirchen), Steinhauermeister Joh. Gottlieb Knübell (Obernkirchen), Steinhauermeister Ulrich Schwartze (Obernkirchen), Landgraf zu Hessen-Kassel, Steinhändler Bielefeld (Bremen), Altmeister Jürgen Schwartze (Obernkirchen), Gildegeschworener Noope (Obernkirchen), Postverwalter Noope (Obernkirchen), Steinhauermeister Farlemann (Obernkirchen), Bergrat von Cölln (Obernkirchen), Steinhändler Agent Grovermann, Steinhauermeister Knübel (Obernkirchen),",,HStAM,"55a, Nr. 1608",214r-222r,
"undatiert, eingeordnet in oder nach 1783, evtl. Einschub in Brief von Grovermann vom 1783-12-25","Auflistung der Schulden von 16 Obernkirchener Steinhauermeistern, beginnend mit dem Jahr 1775","Die Schulden der 16 Steinhauermeister Henrich Wilh. Dulcemann, Georg Conrad Rösemeyer, Georg Schwartz, Georg Wilh. Eichmann, Johann Fried. Knübel, Carl Ludwig Schwartz, Hermann Ludw. Rosemeyer Kinder, Georg Fried. Meyer, Schwacke modo Noope, Theophilus Gesterling, Bürgermeister Rösemeyer Erben, Jonas Farlemann Erben jetzo Conr. Farlemann, Georg conrad Farlemann, Erich Wilh. Timmer, Gottlieb Knübel, Ulrich Schwartz werden in einer Tabelle aufgelistet. Ausgehend von den Schulden im Jahr 1775 wird verzeichnet, wie viel sie abbezahlen konnten und wie viel Geld sie in fertig gebrochenen Steinen bereit liegen haben.
Verknüpfungswunsch: ID #30; ID #745; ID #11756; ID #12029","Henrich Wilh. Dulcemann, Georg Conrad Rösemeyer, Georg Schartz, Georg Wilh. Eichmann, Johann Fried. Knübel, Carl Ludwig Schwartz, Hermann Ludw. Rosemeyer Rinder, Georg Fried. Meyer, Schwacke modo Noope, Theophilus Gesterling, Bürgermeister Rösemeyer Erben, Jonas Farlemann Erben jetzo Conr. Farlemann, Georg conrad Farlemann, Erich Wilh. Timmer, Gottlieb Knübel, Ulrich Schwartz",,HStAM,"55 a, Nr. 1608",290v-291r,
undatiert,Karte Aufnahme der Grenzsituation zwischen hess. Schaumburg und Schaumburg-Lippe am Bückeberg durch Wilhelm Christofer Friemel,"Aufnahme der Grenzsituation am Bückeberg mit Auflistung der Grubenpächter. 50 Steinkuhlen sind eingezeichnet, 16 Kuhlen überschreiten die Grenze und sind mit den Namen der Pächter gekenntzeichnet. „Nr. 1 Friedrich Möller [...], Nr. 2 Werckrß Kule [...], No. 3 Unna seine kule [...], No. 4 Johann Münnerman [...], No. 5 Unna seine Kule [...], No. 6 Rosemeyers Kule [...], No. 7 Friedrich Maller [...], No. 8 Stoi[k?] seine Kule [...], No. 11 Buhman [...], No. 12 Freidrich Stalling [...], No. 13 Schwartze [...], No. 14 Eikmann [...], No. 16 Münnerman [...]“
Verknüpfungswunsch: ID #30; ID #31; ID #11756; ID #12029","Friedrich Möller (Steinkuhlenpächter Obernkirchen), Werckrs (Steinkuhlenpächter Obernkirchen), Steinkuhlenpächter Unna (Steinkuhlenpächter Obernkirchen), Rosemeyers (Steinkuhlenpächter Obernkirchen), Johann Münnerman (Steinkuhlenpächter Obernkirchen), Friedrich Maller? (Steinkuhlenpächter Obernkirchen, wie Friedrich Möller?), Stoi[?] (Steinkuhlenpächter Obernkirchen), Buhman (Steinkuhlenpächter Obernkirchen), Friedrich Stalling (Steinkuhlenpächter Obernkirchen), Schwartze (Steinkuhlenpächter Obernkirchen), Eikmann (Steinkuhlenpächter Obernkirchen)",,NLA BÜ,S 1 B 00251,,
